Level,Date and Time,Source,Event ID,Task Category
Information,10/31/2019 5:27:49 PM,Microsoft-Windows-Directory-Services-SAM,16962,None,"Remote calls to the SAM database are being restricted using the default security descriptor: O:SYG:SYD:(A;;RC;;;BA).
For more information please see http://go.microsoft.com/fwlink/?LinkId=787651."
Information,10/31/2019 5:27:49 PM,Microsoft-Windows-Wininit,14,None,"Credential Guard configuration: 0x0, 0"
Information,10/31/2019 5:27:48 PM,Microsoft-Windows-Kernel-Power,521,(220),Active battery count change.
Information,10/31/2019 5:27:48 PM,Microsoft-Windows-Kernel-Power,105,(100),Power source change.
Information,10/31/2019 5:27:48 PM,Microsoft-Windows-Kernel-Power,521,(220),Active battery count change.
Information,10/31/2019 5:27:48 PM,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 3 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Performance (P) / Throttle (T) States
Nominal Frequency (MHz): 1901
Maximum performance percentage: 100
Minimum performance percentage: 40
Minimum throttle percentage: 4"
Information,10/31/2019 5:27:48 PM,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 1 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Performance (P) / Throttle (T) States
Nominal Frequency (MHz): 1901
Maximum performance percentage: 100
Minimum performance percentage: 40
Minimum throttle percentage: 4"
Information,10/31/2019 5:27:48 PM,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 2 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Performance (P) / Throttle (T) States
Nominal Frequency (MHz): 1901
Maximum performance percentage: 100
Minimum performance percentage: 40
Minimum throttle percentage: 4"
Information,10/31/2019 5:27:48 PM,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 0 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Performance (P) / Throttle (T) States
Nominal Frequency (MHz): 1901
Maximum performance percentage: 100
Minimum performance percentage: 40
Minimum throttle percentage: 4"
Information,10/31/2019 5:27:46 PM,Microsoft-Windows-Ntfs,98,None,Volume \\?\Volume{c2469c5e-cca2-4fee-946f-5df2920fa5a8} (\Device\HarddiskVolume4) is healthy.  No action is needed.
Information,10/31/2019 5:27:46 PM,MEIx64,2,None,Intel(R) Management Engine Interface driver has started successfully.
Warning,10/31/2019 5:27:46 PM,Microsoft-Windows-Kernel-PnP,219,(212),The driver \Driver\WudfRd failed to load for the device ACPI\ACPI0008\4&1df6a035&0.
Information,10/31/2019 5:27:46 PM,Microsoft-Windows-DriverFrameworks-UserMode,10118,Startup of the UMDF reflector,"UMDF reflector is unable to connect to service control manager (SCM). This is expected during boot, when SCM has not started yet. Will retry when it starts."
Information,10/31/2019 5:27:45 PM,Microsoft-Windows-Kernel-Power,172,(203),"Connectivity state in standby: Disconnected, Reason: NIC compliance"
Critical,10/31/2019 5:27:45 PM,Microsoft-Windows-Kernel-Power,41,(63),"The system has rebooted without cleanly shutting down first. This error could be caused if the system stopped responding, crashed, or lost power unexpectedly."
Information,10/31/2019 5:27:45 PM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'npsvctrig' (10.0, ‎1977‎-‎09‎-‎12T16:19:34.000000000Z) has successfully loaded and registered with Filter Manager."
Information,10/31/2019 5:27:45 PM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'FileCrypt' (10.0, ‎2011‎-‎10‎-‎30T16:56:49.000000000Z) has successfully loaded and registered with Filter Manager."
Information,10/31/2019 5:27:45 PM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'aswSnx' (10.0, ‎2019‎-‎09‎-‎26T12:43:54.000000000Z) has successfully loaded and registered with Filter Manager."
Information,10/31/2019 5:27:45 PM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'aswSP' (10.0, ‎2019‎-‎09‎-‎26T13:45:52.000000000Z) has successfully loaded and registered with Filter Manager."
Information,10/31/2019 5:27:45 PM,Microsoft-Windows-Ntfs,98,None,Volume C: (\Device\HarddiskVolume3) is healthy.  No action is needed.
Information,10/31/2019 5:27:43 PM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'Wof' (10.0, ‎2096‎-‎10‎-‎27T14:24:16.000000000Z) has successfully loaded and registered with Filter Manager."
Information,10/31/2019 5:27:43 PM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'FileInfo' (10.0, ‎1989‎-‎07‎-‎13T02:15:12.000000000Z) has successfully loaded and registered with Filter Manager."
Information,10/31/2019 5:27:40 PM,Microsoft-Windows-Kernel-General,20,(6),"The leap second configuration has been updated.
Reason: Leap second data initialized from registry during boot
Leap seconds enabled: true
New leap second count: 0
Old leap second count: 0"
Information,10/31/2019 5:27:40 PM,Microsoft-Windows-Kernel-Boot,32,(58),The bootmgr spent 0 ms waiting for user input.
Information,10/31/2019 5:27:40 PM,Microsoft-Windows-Kernel-Boot,18,(57),There are 0x1 boot options on this system.
Information,10/31/2019 5:27:40 PM,Microsoft-Windows-Kernel-Boot,27,(33),The boot type was 0x0.
Information,10/31/2019 5:27:40 PM,Microsoft-Windows-Kernel-Boot,25,(32),The boot menu policy was 0x1.
Information,10/31/2019 5:27:40 PM,Microsoft-Windows-Kernel-Boot,20,(31),The last shutdown's success status was false. The last boot's success status was true.
Information,10/31/2019 5:27:40 PM,Microsoft-Windows-Kernel-Boot,153,(62),Virtualization-based security (policies: 0) is disabled.
Information,10/31/2019 5:27:50 PM,EventLog,6013,None,The system uptime is 11 seconds.
Information,10/31/2019 5:27:50 PM,EventLog,6005,None,The Event log service was started.
Information,10/31/2019 5:27:50 PM,EventLog,6009,None,Microsoft (R) Windows (R) 10.00. 18362  Multiprocessor Free.
Error,10/31/2019 5:27:50 PM,EventLog,6008,None,The previous system shutdown at 4:56:59 PM on ‎10/‎31/‎2019 was unexpected.
Information,10/31/2019 5:27:40 PM,Microsoft-Windows-Kernel-General,12,(1),The operating system started at system time ‎2019‎-‎10‎-‎31T16:27:39.500000000Z.
Warning,10/31/2019 5:26:21 PM,Microsoft-Windows-DistributedCOM,10016,None,"The machine-default permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{C2F03A33-21F5-47FA-B4BB-156362A2F239}
 and APPID 
{316CDED5-E4AE-4B15-9113-7055D84DCC97}
 to the user DESKTOP-ST7G6K7\Deivid SID (S-1-5-21-2876271845-3438545391-1900302038-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.Windows.ShellExperienceHost_10.0.18362.387_neutral_neutral_cw5n1h2txyewy SID (S-1-15-2-155514346-2573954481-755741238-1654018636-1233331829-3075935687-2861478708). This security permission can be modified using the Component Services administrative tool."
Warning,10/31/2019 5:25:51 PM,Microsoft-Windows-DistributedCOM,10016,None,"The machine-default permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{C2F03A33-21F5-47FA-B4BB-156362A2F239}
 and APPID 
{316CDED5-E4AE-4B15-9113-7055D84DCC97}
 to the user DESKTOP-ST7G6K7\Deivid SID (S-1-5-21-2876271845-3438545391-1900302038-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.Windows.ShellExperienceHost_10.0.18362.387_neutral_neutral_cw5n1h2txyewy SID (S-1-15-2-155514346-2573954481-755741238-1654018636-1233331829-3075935687-2861478708). This security permission can be modified using the Component Services administrative tool."
Warning,10/31/2019 5:25:21 PM,Microsoft-Windows-DistributedCOM,10016,None,"The machine-default permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{C2F03A33-21F5-47FA-B4BB-156362A2F239}
 and APPID 
{316CDED5-E4AE-4B15-9113-7055D84DCC97}
 to the user DESKTOP-ST7G6K7\Deivid SID (S-1-5-21-2876271845-3438545391-1900302038-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.Windows.ShellExperienceHost_10.0.18362.387_neutral_neutral_cw5n1h2txyewy SID (S-1-15-2-155514346-2573954481-755741238-1654018636-1233331829-3075935687-2861478708). This security permission can be modified using the Component Services administrative tool."
Warning,10/31/2019 5:24:51 PM,Microsoft-Windows-DistributedCOM,10016,None,"The machine-default permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{C2F03A33-21F5-47FA-B4BB-156362A2F239}
 and APPID 
{316CDED5-E4AE-4B15-9113-7055D84DCC97}
 to the user DESKTOP-ST7G6K7\Deivid SID (S-1-5-21-2876271845-3438545391-1900302038-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.Windows.ShellExperienceHost_10.0.18362.387_neutral_neutral_cw5n1h2txyewy SID (S-1-15-2-155514346-2573954481-755741238-1654018636-1233331829-3075935687-2861478708). This security permission can be modified using the Component Services administrative tool."
Information,10/31/2019 4:04:02 PM,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Information,10/31/2019 4:01:56 PM,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Warning,10/31/2019 4:01:02 PM,Microsoft-Windows-DistributedCOM,10016,None,"The machine-default permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{C2F03A33-21F5-47FA-B4BB-156362A2F239}
 and APPID 
{316CDED5-E4AE-4B15-9113-7055D84DCC97}
 to the user DESKTOP-ST7G6K7\Deivid SID (S-1-5-21-2876271845-3438545391-1900302038-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.Windows.ShellExperienceHost_10.0.18362.387_neutral_neutral_cw5n1h2txyewy SID (S-1-15-2-155514346-2573954481-755741238-1654018636-1233331829-3075935687-2861478708). This security permission can be modified using the Component Services administrative tool."
Warning,10/31/2019 4:01:02 PM,Microsoft-Windows-DistributedCOM,10016,None,"The machine-default permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{C2F03A33-21F5-47FA-B4BB-156362A2F239}
 and APPID 
{316CDED5-E4AE-4B15-9113-7055D84DCC97}
 to the user DESKTOP-ST7G6K7\Deivid SID (S-1-5-21-2876271845-3438545391-1900302038-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.Windows.ShellExperienceHost_10.0.18362.387_neutral_neutral_cw5n1h2txyewy SID (S-1-15-2-155514346-2573954481-755741238-1654018636-1233331829-3075935687-2861478708). This security permission can be modified using the Component Services administrative tool."
Warning,10/31/2019 2:02:29 PM,Microsoft-Windows-DistributedCOM,10016,None,"The machine-default permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{C2F03A33-21F5-47FA-B4BB-156362A2F239}
 and APPID 
{316CDED5-E4AE-4B15-9113-7055D84DCC97}
 to the user DESKTOP-ST7G6K7\Deivid SID (S-1-5-21-2876271845-3438545391-1900302038-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.Windows.ShellExperienceHost_10.0.18362.387_neutral_neutral_cw5n1h2txyewy SID (S-1-15-2-155514346-2573954481-755741238-1654018636-1233331829-3075935687-2861478708). This security permission can be modified using the Component Services administrative tool."
Warning,10/31/2019 2:02:29 PM,Microsoft-Windows-DistributedCOM,10016,None,"The machine-default permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{C2F03A33-21F5-47FA-B4BB-156362A2F239}
 and APPID 
{316CDED5-E4AE-4B15-9113-7055D84DCC97}
 to the user DESKTOP-ST7G6K7\Deivid SID (S-1-5-21-2876271845-3438545391-1900302038-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.Windows.ShellExperienceHost_10.0.18362.387_neutral_neutral_cw5n1h2txyewy SID (S-1-15-2-155514346-2573954481-755741238-1654018636-1233331829-3075935687-2861478708). This security permission can be modified using the Component Services administrative tool."
Information,10/31/2019 1:48:56 PM,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Information,10/31/2019 1:46:52 PM,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Information,10/31/2019 1:29:34 PM,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Information,10/31/2019 1:26:19 PM,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Warning,10/31/2019 11:59:59 AM,Microsoft-Windows-DistributedCOM,10016,None,"The machine-default permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{C2F03A33-21F5-47FA-B4BB-156362A2F239}
 and APPID 
{316CDED5-E4AE-4B15-9113-7055D84DCC97}
 to the user DESKTOP-ST7G6K7\Deivid SID (S-1-5-21-2876271845-3438545391-1900302038-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.Windows.ShellExperienceHost_10.0.18362.387_neutral_neutral_cw5n1h2txyewy SID (S-1-15-2-155514346-2573954481-755741238-1654018636-1233331829-3075935687-2861478708). This security permission can be modified using the Component Services administrative tool."
Warning,10/31/2019 11:59:59 AM,Microsoft-Windows-DistributedCOM,10016,None,"The machine-default permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{C2F03A33-21F5-47FA-B4BB-156362A2F239}
 and APPID 
{316CDED5-E4AE-4B15-9113-7055D84DCC97}
 to the user DESKTOP-ST7G6K7\Deivid SID (S-1-5-21-2876271845-3438545391-1900302038-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.Windows.ShellExperienceHost_10.0.18362.387_neutral_neutral_cw5n1h2txyewy SID (S-1-15-2-155514346-2573954481-755741238-1654018636-1233331829-3075935687-2861478708). This security permission can be modified using the Component Services administrative tool."
